sample	acc	study	study_title	contact_name	contact_email	country	site	collection_date	sample_prep	bases	bases_mapped	bases_duplicated	avg_read_length	mean_base_quality	bases_of_1X_coverage	bases_of_5X_coverage	bases_of_10X_coverage	bases_of_50X_coverage	mean_coverage	mean_fragment_size	sd_fragment_size	%callable
PA0191-C	ERS042109	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2066050918	1998931218	134411833	99	24.8	23287324	23228671	23153770	20838485	85.19	277.3	78.4	90.89
PA0193-C	ERS042055	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1673854114	1647212514	149956622	99	25.5	23293784	23159399	22924933	17192071	70.18	263.8	67.8	90.62
PA0195-C	ERS042034	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1652297641	1620598541	103616170	99	25.3	23190324	23053374	22805595	16137991	69.41	259.3	72	90.34
PA0197-C	ERS042032	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1197160083	1166879883	76060300	99	25.1	23202137	23032775	22728795	12127299	50.09	258.8	75.8	90.31
PA0198-C	ERS041987	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1038304046	1000975346	71369558	99	25.3	23257214	23056744	22685342	7679677	42.96	253.4	73.8	90.49
PA0199-C	ERS042086	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3424765208	3328735308	310228158	99	25	23288272	23207177	23108239	21542813	140.94	247.7	70	90.72
PA0200-C	ERS042097	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2645331332	2608951332	130076415	99	25.3	23208959	23118540	23029383	21383455	111.74	248.2	71	90.57
PA0201-C	ERS041986	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1142631749	1103988149	59151292	99	25.4	23147764	22938493	22620098	10722089	47.44	258	75.5	90.15
PA0202-C	ERS042057	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2276467558	2227894358	251525779	99	25.7	23197704	23064430	22917678	20085367	95.05	255.3	65.5	90.37
PA0203-C	ERS041988	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1496237454	1457681254	74381741	99	25.2	23124518	22977387	22756474	15386932	62.52	255.9	72.2	90.2
PA0204-C	ERS042042	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1708549307	1684824107	94822883	99	25.5	23178723	23052033	22906045	18749778	72.05	264.3	80.7	90.39
PA0205-C	ERS042105	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2096182248	2012580948	174219506	99	24.9	23212939	23083387	22950577	20334741	85.95	253.1	74.6	90.3
PA0206-C	ERS042056	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2462338226	2419753326	251612946	99	25.6	23284432	23184533	23057875	20529128	103.06	253.8	66.3	90.73
PA0207-C	ERS042098	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2943016673	2895953173	138794572	99	25.4	23202175	23102285	23006231	21387282	123.8	242.8	69.4	90.46
PA0208-C	ERS042088	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3637007746	3597169046	175626204	99	25.9	23175096	23065259	22964926	21574101	153.43	247.3	71	90.33
PA0209-C	ERS042099	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			4218090210	4162225210	224050858	99	25.3	23292652	23227990	23149872	22446080	176.95	251.3	72.1	90.93
PA0210-C	ERS042111	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3006497462	2966700862	138403514	99	25.1	23290037	23247729	23199018	21870123	126.72	246.9	71.4	91.05
PA0211-C	ERS042110	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3963706349	3910070249	186871508	99	25.2	23215737	23125531	23054515	21871005	166.85	242.4	66.8	90.5
PA0212-C	ERS042113	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2924599517	2854697817	234366730	99	25.4	23269221	23191999	23112044	21805151	121.91	254.5	73.8	90.84
PA0213-C	ERS042091	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3377315062	3308391762	272607643	99	25.1	23241197	23038281	22756936	20086079	141.03	249	70.2	89.98
PA0214-C	ERS042002	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			817490696	765830796	43179952	99	25	23189057	22888863	22172592	1546624	32.66	262.9	77.8	89.57
PA0215-C	ERS042069	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			926803367	911678667	41863344	99	25.5	23191547	22790757	22097025	5940872	39.24	264.9	76.9	89.57
PA0216-C	ERS042102	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			4258310520	4147387020	503703454	99	25	23285624	23219905	23163978	22592753	176.55	249.3	75.2	90.75
PA0217-C	ERS042070	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1955374892	1913430692	96228605	99	25.1	23303176	23234954	23087497	18938585	81.48	259	76.7	90.88
PA0218-C	ERS042027	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1128289442	1107898542	56485608	99	25	23277874	23151615	22958204	10396976	47.49	262.6	74.8	90.78
PA0219-C	ERS042048	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1851832611	1815913811	122091513	99	26	23085000	22919871	22736238	18486189	77.89	267.6	76.2	90.28
PA0220-C	ERS041999	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			795134791	777030791	32457016	99	25.6	23266691	22918653	21946902	2552646	33.31	268.2	81	89.66
PA0221-C	ERS042071	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2049336758	1998021158	151278781	99	25.4	23189129	23046753	22830310	18787129	85.39	264.8	77	90.18
PA0222-C	ERS041992	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1066700249	1038975449	61547967	99	25.3	23319716	23235251	22925872	9267639	44.35	256.6	77.5	90.94
PA0223-C	ERS042006	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1146311427	1133812727	50556008	99	25.7	23180808	22812205	22332946	11689865	48.5	267.7	82.3	89.73
PA0224-C	ERS042049	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2165978299	2129339499	124243629	99	25.5	23288431	23236303	23173358	20990735	90.67	264.7	77.2	91.08
PA0225-C	ERS042045	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1189310917	1166734717	58197627	99	25.5	23152987	22944545	22623815	12075063	49.96	266	78.6	90.16
PA0227-C	ERS042075	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2024045506	1959494006	212752759	99	25.6	23289977	23209495	23095963	19069377	83.16	255.7	68	90.85
PA0228-C	ERS041997	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			925521400	768074500	58665968	99	24.4	23292902	22991078	22117689	1851145	32.91	276.3	82.5	88.89
PA0229-C	ERS042093	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1819562342	1725405042	109649002	99	25.3	23226780	23062985	22882531	18115249	73.81	241	68.9	90.32
PA0230-C	ERS042107	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3614252469	3565621669	193395755	99	25.2	23323667	23292836	23250025	22372232	152.5	239	71.2	91.32
PA0231-C	ERS041991	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1231643562	1209997962	94828367	99	25.1	23317317	23257139	23058110	13013422	51.51	271.7	82.5	90.99
PA0232-C	ERS042028	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			973622646	920964146	62104950	99	25.7	23177912	22974739	22629128	4825755	39.64	262.1	77.3	90.31
PA0233-C	ERS041994	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1178112988	1104181788	78732944	99	24.9	23321334	23239832	22907790	10815221	47.26	270.6	81.4	90.62
PA0234-C	ERS042106	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1681454824	1596379824	158255756	99	24.5	23304289	23253265	23169943	18427125	68.38	257.9	75.1	90.99
PA0237-C	ERS042100	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			4330355284	4282105184	221596331	99	25.4	23200616	23119966	23061437	22462447	183.06	247	70.4	90.45
PA0239-C	ERS041993	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1097761878	1078742878	63090539	99	25.1	23317769	23244638	22972428	10264487	46.17	263.8	81	90.99
PA0243-C	ERS042012	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			760286001	709024401	44823240	99	25	23301969	23025888	21933436	1373347	30.39	264.4	79	89.79
PA0245-C	ERS041967	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			2227165254	2160509554	154819937	98	24.7	23233982	23152051	23067412	20705556	92.53	258.9	75.1	90.51
PA0246-C	ERS041998	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			793836927	759169227	81512663	99	25.4	23245763	22798301	21883135	1913591	32.58	275.9	80.9	89.15
PA0249-C	ERS042036	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			997318754	957186754	86487425	99	25.1	23313534	23207313	22881101	6630160	40.98	270.3	78.1	90.94
PA0251-C	ERS042101	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			881017481	704311081	75848976	99	24.7	23282288	22998217	22268965	971314	30.18	244.8	71.5	89.76
PA0253-C	ERS041978	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			675500925	638767525	48804362	99	25	23292020	23016746	22111420	545179	27.37	267.6	78.5	90.26
PA0254-C	ERS041989	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1063737760	1020101260	58260135	99	25	23195467	23015931	22662638	7891057	43.89	254.4	74	90.25
PA0255-C	ERS042003	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			435279361	391581061	25779852	99	24.6	23290710	22361329	18869442	214157	16.8	268.4	79.1	86.05
PA0256-C	ERS042082	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			3202442172	3126725072	322292229	99	25.1	23212231	23114377	23009510	21149159	133.91	250.5	72.7	90.51
PA0257-C	ERS042078	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1012524322	892879222	58902167	99	24.6	23316415	23219057	22875930	4418737	38.24	244.4	70.4	90.74
PA0260-C	ERS042043	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1207165940	1150704740	136139965	99	25.2	23235305	23050073	22803272	11809578	49.41	284.4	80.2	90.27
PA0261-C	ERS042066	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			520074697	483224997	28426789	99	24.9	23078756	22285516	20345006	345515	20.92	259.7	79.5	87.01
PA0262-C	ERS042026	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1702022568	1675118768	89981244	99	25.5	23159013	23034212	22899243	18943393	72.15	257.7	74.6	90.31
PA0263-C	ERS042084	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1289632626	1191431426	136167377	99	24.6	23305464	23212836	23023395	12901862	51.04	262.6	74.3	90.73
PA0267-C	ERS042013	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			473809348	422119148	21684061	99	25.2	23183743	21972985	18968324	189106	18.18	264.6	79.5	85.3
PA0269-C	ERS042052	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			773678320	615893720	86585898	99	24.9	23243021	22776476	21730569	524078	26.42	251.2	68	88.63
PA0270-C	ERS042044	1026	Effects of transmission intensity on population structure and signatures of selection in Guinea	David Conway	david.conway@lshtm.ac.uk	Guinea	Nzerekore			1087600042	1030683142	64088644	99	25.7	23182064	22968847	22607157	8816180	44.35	273.3	80.2	90.15
PD0459-Cx	ERS336327	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			4326693512	3153037612	179217352	99	26.9	23145565	22716062	22072016	16025359	117.93	286.6	463.2	89.08
PD0460-C	ERS142855	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			1562583690	1417331490	65608792	99	24.9	23233811	23052040	22664252	14061074	60.43	272.4	77.5	90.12
PD0461-C	ERS142873	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			921570034	858474734	34918537	99	25.6	23109746	22689479	21669130	5900134	37.11	274.1	69.7	89
PD0462-C	ERS142845	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			1867061888	1776924988	76827659	99	25.5	23152678	22991843	22782164	16932043	75.51	270.3	76.1	90.06
PD0464-C	ERS142858	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			642699859	522451559	23753624	99	25.3	23150533	22337673	19952587	370066	22.52	271.1	74.7	86.99
PD0466-C	ERS142857	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			588100434	508403234	21213098	99	25.2	23098336	22070599	19444508	340445	21.98	276	75.3	86.05
PD0467-C	ERS142883	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			1101165594	1033408994	44952843	99	25	23156166	22889791	22318514	9333040	44.13	263.1	74.5	89.79
PD0468-C	ERS164621	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			1933065485	1689392585	284852817	92	22.8	23142948	22723023	21947218	9307286	69.28	632.7	1824.1	86.58
PD0469-C	ERS142872	1052	Tracking Resistance to Artemisinin Collaboration (TRAC)	Elizabeth Ashley	liz@tropmedres.ac	Thailand	Mae Sot			1719062935	1618989435	71316692	99	25.5	23267968	23165292	22966105	15971183	68.86	274.5	77.7	90.6
